Date_________JDUT, , , R.A._(ICRF), DEC_(ICRF), R.A._(a-app), DEC_(a-app), Azi_(a-app), Elev_(a-app),
*****************************************************************************************************
$$SOE
2459549.534032407, , ,   202.50838,   -5.87596,    202.78592,    -5.98611,        n.a.,         n.a.,
2459549.534038735, , ,   202.50846,   -5.87600,    202.78601,    -5.98614,        n.a.,         n.a.,
2459549.534045062, , ,   202.50854,   -5.87604,    202.78609,    -5.98618,        n.a.,         n.a.,
2459549.534051389, , ,   202.50862,   -5.87608,    202.78617,    -5.98622,        n.a.,         n.a.,
2459549.534057716, , ,   202.50871,   -5.87612,    202.78625,    -5.98626,        n.a.,         n.a.,
2459549.534064043, , ,   202.50879,   -5.87616,    202.78634,    -5.98630,        n.a.,         n.a.,
2459549.534070370, , ,   202.50887,   -5.87620,    202.78642,    -5.98634,        n.a.,         n.a.,
2459549.534076697, , ,   202.50895,   -5.87624,    202.78650,    -5.98638,        n.a.,         n.a.,
2459549.534083025, , ,   202.50904,   -5.87627,    202.78658,    -5.98642,        n.a.,         n.a.,
2459549.534089352, , ,   202.50912,   -5.87631,    202.78667,    -5.98646,        n.a.,         n.a.,
2459549.534095679, , ,   202.50920,   -5.87635,    202.78675,    -5.98650,        n.a.,         n.a.,
2459549.534102006, , ,   202.50928,   -5.87639,    202.78683,    -5.98654,        n.a.,         n.a.,
2459549.534108333, , ,   202.50937,   -5.87643,    202.78691,    -5.98658,        n.a.,         n.a.,
2459549.534114660, , ,   202.50945,   -5.87647,    202.78700,    -5.98662,        n.a.,         n.a.,
2459549.534120988, , ,   202.50953,   -5.87651,    202.78708,    -5.98666,        n.a.,         n.a.,
2459549.534127315, , ,   202.50961,   -5.87655,    202.78716,    -5.98670,        n.a.,         n.a.,
2459549.534133642, , ,   202.50970,   -5.87659,    202.78724,    -5.98674,        n.a.,         n.a.,
2459549.534139969, , ,   202.50978,   -5.87663,    202.78733,    -5.98678,        n.a.,         n.a.,
2459549.534146296, , ,   202.50986,   -5.87667,    202.78741,    -5.98682,        n.a.,         n.a.,
2459549.534152623, , ,   202.50994,   -5.87671,    202.78749,    -5.98686,        n.a.,         n.a.,
2459549.534158951, , ,   202.51003,   -5.87675,    202.78757,    -5.98689,        n.a.,         n.a.,
2459549.534165278, , ,   202.51011,   -5.87679,    202.78766,    -5.98693,        n.a.,         n.a.,
2459549.534171605, , ,   202.51019,   -5.87683,    202.78774,    -5.98697,        n.a.,         n.a.,
2459549.534177932, , ,   202.51027,   -5.87687,    202.78782,    -5.98701,        n.a.,         n.a.,
2459549.534184259, , ,   202.51036,   -5.87691,    202.78791,    -5.98705,        n.a.,         n.a.,
2459549.534190586, , ,   202.51044,   -5.87695,    202.78799,    -5.98709,        n.a.,         n.a.,
2459549.534196913, , ,   202.51052,   -5.87699,    202.78807,    -5.98713,        n.a.,         n.a.,
2459549.534203241, , ,   202.51060,   -5.87703,    202.78815,    -5.98717,        n.a.,         n.a.,
2459549.534209568, , ,   202.51069,   -5.87707,    202.78824,    -5.98721,        n.a.,         n.a.,
2459549.534215895, , ,   202.51077,   -5.87711,    202.78832,    -5.98725,        n.a.,         n.a.,
2459549.534222222, , ,   202.51085,   -5.87715,    202.78840,    -5.98729,        n.a.,         n.a.,
2459549.534228549, , ,   202.51093,   -5.87718,    202.78848,    -5.98733,        n.a.,         n.a.,
2459549.534234876, , ,   202.51102,   -5.87722,    202.78857,    -5.98737,        n.a.,         n.a.,
2459549.534241204, , ,   202.51110,   -5.87726,    202.78865,    -5.98741,        n.a.,         n.a.,
2459549.534247531, , ,   202.51118,   -5.87730,    202.78873,    -5.98745,        n.a.,         n.a.,
2459549.534253858, , ,   202.51126,   -5.87734,    202.78881,    -5.98749,        n.a.,         n.a.,
2459549.534260185, , ,   202.51135,   -5.87738,    202.78890,    -5.98753,        n.a.,         n.a.,
2459549.534266512, , ,   202.51143,   -5.87742,    202.78898,    -5.98757,        n.a.,         n.a.,
2459549.534272839, , ,   202.51151,   -5.87746,    202.78906,    -5.98761,        n.a.,         n.a.,
2459549.534279167, , ,   202.51159,   -5.87750,    202.78914,    -5.98765,        n.a.,         n.a.,
2459549.534285494, , ,   202.51168,   -5.87754,    202.78923,    -5.98768,        n.a.,         n.a.,
2459549.534291821, , ,   202.51176,   -5.87758,    202.78931,    -5.98772,        n.a.,         n.a.,
2459549.534298148, , ,   202.51184,   -5.87762,    202.78939,    -5.98776,        n.a.,         n.a.,
2459549.534304475, , ,   202.51192,   -5.87766,    202.78947,    -5.98780,        n.a.,         n.a.,
2459549.534310802, , ,   202.51201,   -5.87770,    202.78956,    -5.98784,        n.a.,         n.a.,
2459549.534317130, , ,   202.51209,   -5.87774,    202.78964,    -5.98788,        n.a.,         n.a.,
$$EOE
*****************************************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date. Calendar dates prior to 1582-Oct-15 are in the
Julian calendar system. Later calendar dates are in the Gregorian system.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
 'R.A._(ICRF), DEC_(ICRF),' =
  Astrometric right ascension and declination of the target center with
respect to the observing site (coordinate origin) in the reference frame of
the planetary ephemeris (ICRF). Compensated for down-leg light-time delay
aberration.

  Units: RA  in decimal degrees,  ddd.fffff{ffff}
         DEC in decimal degrees,  sdd.fffff{ffff}
 
 'R.A._(a-app), DEC_(a-app),' =
  Airless apparent right ascension and declination of the target center with
respect to an instantaneous reference frame defined by the Earth equator of-dat
(z-axis) and meridian containing the Earth equinox of-date (x-axis, EOP-correct
IAU76/80). Compensated for down-leg light-time delay, gravitational deflection
of light, stellar aberration, precession & nutation. Note: equinox (RA origin)
is offset -53 mas from the of-date frame defined by the IAU06/00a P & N system.

  Units: RA  in decimal degrees, ddd.fffff{ffff}
         DEC in decimal degrees  sdd.fffff{ffff}

 
 'Azi_(a-app), Elev_(a-app),' =
  Airless apparent azimuth and elevation of target center. Compensated
for light-time, the gravitational deflection of light, stellar aberration,
precession and nutation. Azimuth is measured clockwise from north:

  North(0) -> East(90) -> South(180) -> West(270) -> North (360)

Elevation angle is with respect to a plane perpendicular to the reference
surface local zenith direction. TOPOCENTRIC ONLY.  Units: DEGREES

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/hrzn_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov

*****************************************************************************************************
