Date_________JDUT, , , R.A._(ICRF), DEC_(ICRF), R.A._(a-app), DEC_(a-app), Azi_(a-app), Elev_(a-app),
*****************************************************************************************************
$$SOE
2459549.534133642,*,m,   202.51052,   -4.88797,    202.78729,    -4.99819,  165.215930,     4.989587,
2459549.534139969,*,m,   202.51060,   -4.88801,    202.78737,    -4.99823,  165.213729,     4.989627,
2459549.534146296,*,m,   202.51068,   -4.88805,    202.78745,    -4.99827,  165.211528,     4.989666,
2459549.534152623,*,m,   202.51076,   -4.88809,    202.78753,    -4.99831,  165.209326,     4.989706,
2459549.534158951,*,m,   202.51085,   -4.88813,    202.78762,    -4.99835,  165.207125,     4.989745,
2459549.534165278,*,m,   202.51093,   -4.88817,    202.78770,    -4.99839,  165.204923,     4.989785,
2459549.534171605,*,m,   202.51101,   -4.88821,    202.78778,    -4.99843,  165.202722,     4.989824,
2459549.534177932,*,m,   202.51109,   -4.88825,    202.78786,    -4.99847,  165.200520,     4.989864,
2459549.534184259,*,m,   202.51118,   -4.88829,    202.78795,    -4.99851,  165.198319,     4.989903,
2459549.534190586,*,m,   202.51126,   -4.88833,    202.78803,    -4.99855,  165.196117,     4.989943,
2459549.534196913,*,m,   202.51134,   -4.88837,    202.78811,    -4.99859,  165.193916,     4.989983,
2459549.534203241,*,m,   202.51142,   -4.88841,    202.78819,    -4.99863,  165.191715,     4.990022,
2459549.534209568,*,m,   202.51151,   -4.88845,    202.78828,    -4.99867,  165.189513,     4.990062,
2459549.534215895,*,m,   202.51159,   -4.88849,    202.78836,    -4.99871,  165.187312,     4.990101,
2459549.534222222,*,m,   202.51167,   -4.88853,    202.78844,    -4.99874,  165.185110,     4.990141,
2459549.534228549,*,m,   202.51175,   -4.88857,    202.78852,    -4.99878,  165.182909,     4.990180,
2459549.534234876,*,m,   202.51184,   -4.88861,    202.78861,    -4.99882,  165.180707,     4.990220,
2459549.534241204,*,m,   202.51192,   -4.88865,    202.78869,    -4.99886,  165.178506,     4.990259,
2459549.534247531,*,m,   202.51200,   -4.88869,    202.78877,    -4.99890,  165.176305,     4.990299,
2459549.534253858,*,m,   202.51208,   -4.88873,    202.78885,    -4.99894,  165.174103,     4.990339,
2459549.534260185,*,m,   202.51217,   -4.88877,    202.78894,    -4.99898,  165.171902,     4.990378,
2459549.534266512,*,m,   202.51225,   -4.88881,    202.78902,    -4.99902,  165.169700,     4.990418,
2459549.534272839,*,m,   202.51233,   -4.88884,    202.78910,    -4.99906,  165.167499,     4.990457,
2459549.534279167,*,m,   202.51241,   -4.88888,    202.78918,    -4.99910,  165.165297,     4.990497,
2459549.534285494,*,m,   202.51250,   -4.88892,    202.78927,    -4.99914,  165.163096,     4.990536,
2459549.534291821,*,m,   202.51258,   -4.88896,    202.78935,    -4.99918,  165.160895,     4.990576,
2459549.534298148,*,m,   202.51266,   -4.88900,    202.78943,    -4.99922,  165.158693,     4.990615,
2459549.534304475,*,m,   202.51274,   -4.88904,    202.78951,    -4.99926,  165.156492,     4.990655,
2459549.534310802,*,m,   202.51283,   -4.88908,    202.78960,    -4.99930,  165.154290,     4.990694,
2459549.534317130,*,m,   202.51291,   -4.88912,    202.78968,    -4.99934,  165.152089,     4.990734,
$$EOE
*****************************************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date. Calendar dates prior to 1582-Oct-15 are in the
Julian calendar system. Later calendar dates are in the Gregorian system.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
SOLAR PRESENCE (OBSERVING SITE)
  Time tag is followed by a blank, then a solar-presence condition code:

       '*'  Daylight (refracted solar upper-limb on or above apparent horizon)
       'C'  Civil twilight/dawn
       'N'  Nautical twilight/dawn
       'A'  Astronomical twilight/dawn
       ' '  Night OR geocentric ephemeris

LUNAR PRESENCE WITH TARGET RISE/TRANSIT/SET EVENT MARKER (OBSERVING SITE)
  The solar-presence code column is immediately followed by another marker:

       'm'  Refracted upper-limb of Moon on or above apparent horizon
       ' '  Refracted upper-limb of Moon below apparent horizon OR geocentric

  The lunar presence marker (an ongoing state) can be over-ridden by a target
  event marker if an event has occurred since the last output step:

       'r'  Rise          (target body on or went above cut-off RTS elevation)
       'e'  Elevation max (target body maximum elevation angle has occurred)
       't'  Transit       (target body at or passed through observer meridian)
       's'  Set           (target body on or went below cut-off RTS elevation)
 
RTS MARKERS (TVH)
  Rise and set are with respect to the reference ellipsoid true visual horizon
defined by the elevation cut-off angle. Horizon dip and yellow-light refraction
(Earth only) are considered. Accuracy is < or = to twice the requested search
step-size.
 
 'R.A._(ICRF), DEC_(ICRF),' =
  Astrometric right ascension and declination of the target center with
respect to the observing site (coordinate origin) in the reference frame of
the planetary ephemeris (ICRF). Compensated for down-leg light-time delay
aberration.

  Units: RA  in decimal degrees,  ddd.fffff{ffff}
         DEC in decimal degrees,  sdd.fffff{ffff}
 
 'R.A._(a-app), DEC_(a-app),' =
  Airless apparent right ascension and declination of the target center with
respect to an instantaneous reference frame defined by the Earth equator of-dat
(z-axis) and meridian containing the Earth equinox of-date (x-axis, EOP-correct
IAU76/80). Compensated for down-leg light-time delay, gravitational deflection
of light, stellar aberration, precession & nutation. Note: equinox (RA origin)
is offset -53 mas from the of-date frame defined by the IAU06/00a P & N system.

  Units: RA  in decimal degrees, ddd.fffff{ffff}
         DEC in decimal degrees  sdd.fffff{ffff}

 
 'Azi_(a-app), Elev_(a-app),' =
  Airless apparent azimuth and elevation of target center. Compensated
for light-time, the gravitational deflection of light, stellar aberration,
precession and nutation. Azimuth is measured clockwise from north:

  North(0) -> East(90) -> South(180) -> West(270) -> North (360)

Elevation angle is with respect to a plane perpendicular to the reference
surface local zenith direction. TOPOCENTRIC ONLY.  Units: DEGREES

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/hrzn_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Author      : Jon.D.Giorgini@jpl.nasa.gov

*****************************************************************************************************
